trm_cde,crs_comp1,crs_comp2,crs_comp3,crs_title,credit_hrs,monday_cde,tuesday_cde,wednesday_cde,thursday_cde,friday_cde,begin_tim,end_tim,last_name,Ref Number,comment_txt
30,COMM,225,A,INTERCULTURAL COMMUNICATION,3,M,,W,,F,12:00:00 PM,12:50:00 PM,Pritchard,199,COMM MAJOR-1ST PREF
10,COMM,225,A,INTERCULTURAL COMMUNICATION,3,M,,W,,F,12:00:00 PM,12:50:00 PM,Pritchard,200,
10,COMM,235,A,JOURNALISM,3,M,,W,,F,1:00:00 PM,1:50:00 PM,Bandy,201,
30,COMM,240,A,MEDIA CRITICISM,3,M,,W,,F,2:00:00 PM,2:50:00 PM,Bandy,202,
10,COMM,245,A,DIGITAL PHOTOGRAPHY,3,M,,W,,F,10:00:00 AM,10:50:00 AM,Bandy,203,
30,COMM,250,A,DIGITAL CITIZENSHIP,3,,T,,,,6:30:00 PM,9:00:00 PM,Hammond,204,COMM 110
30,COMM,272,A,DEVELOPING CHARACTERS,3,,T,,R,,10:05:00 AM,11:20:00 AM,Miller,205,cross-listed w/ WRIT 272
30,COMM,300,A,PUBLIC RELATIONS,3,,,,,,,,Lingwall,206,CM 135 or 235; Online Mat Fee
30,COMM,304,A,INTERPERSONAL COMMUNICATION,3,M,,W,,F,1:00:00 PM,1:50:00 PM,Pritchard,207,COMM 207; COMM MAJOR PREF
30,COMM,352,A,CHRISTIAN FAITH & CINEMA,3,,T,,R,,1:00:00 PM,2:15:00 PM,Miller,208,
30,COMM,359,A,SCREENWRITING,3,M,,W,,F,10:00:00 AM,10:50:00 AM,Miller,209,Cross-list with WRIT 359
10,COMM,378,A,VIDEO PRODUCTION,3,,T,,R,,11:30:00 AM,12:45:00 PM,Bandy,210,
10,COMM,378,B,VIDEO PRODUCTION,3,,T,,R,,2:30:00 PM,3:45:00 PM,Bandy,211,
30,COMM,388,A,DOCUMENTARY FILM,3,,T,,R,,10:05:00 AM,11:20:00 AM,Bandy,212,
30,COMM,405,A,SPECIAL EVENTS AND PROMOTIONS,3,M,,W,,F,11:00:00 AM,11:50:00 AM,Bandy,213,JR or SR standing
30,COMM,405,A,SPECIAL EVENTS AND PROMOTIONS,3,M,,W,,F,11:00:00 AM,11:50:00 AM,Bandy,214,
10,COMM,488,A,SEMINAR IN COMMUNICATION,3,,,,,,,,Miller,215,
10,COMM,488,A,SEMINAR IN COMMUNICATION,3,,T,,R,,10:05:00 AM,11:20:00 AM,Miller,216,
30,COMP,141,A,COMP PROGRAMMING I,3,M,,W,,F,1:00:00 PM,1:50:00 PM,Valentine,217,
10,COMP,141,A,COMP PROGRAMMING I,3,M,,W,,F,12:00:00 PM,12:50:00 PM,Dellinger,218,
10,COMP,141,B,COMP PROGRAMMING I,3,M,,W,,F,1:00:00 PM,1:50:00 PM,Dellinger,219,
10,COMP,141,C,COMP PROGRAMMING I,3,M,,W,,F,3:00:00 PM,3:50:00 PM,Valentine,220,
10,COMP,141,O,COMP PROGRAMMING I,3,,,,,,,,Hutchins,221,
10,COMP,155,A,INTRO TO COMPUTER SCIENCE,3,,T,,R,,11:30:00 AM,12:45:00 PM,Valentine,222,
10,COMP,155,B,INTRO TO COMPUTER SCIENCE,3,,T,,R,,2:30:00 PM,3:45:00 PM,Valentine,223,
30,COMP,205,A,ETHICS FAITH AND CONSCIOUS MIND,3,,T,,R,,10:05:00 AM,11:20:00 AM,Dellinger,224,HUMA 102 and lab science
30,COMP,205,B,ETHICS FAITH AND CONSCIOUS MIND,3,,T,,R,,11:30:00 AM,12:45:00 PM,Dellinger,225,HUMA 102 and lab science
30,COMP,220,A,COMP PROGRAMMING II,3,M,,W,,F,9:00:00 AM,9:50:00 AM,Hutchins,226,COMP 141
10,COMP,220,A,COMP PROGRAMMING II,3,M,,W,,F,1:00:00 PM,1:50:00 PM,Hutchins,227,COMP 141
30,COMP,220,B,COMP PROGRAMMING II,3,M,,W,,F,12:00:00 PM,12:50:00 PM,Hutchins,228,COMP 141
10,COMP,222,A,INTRO TO DATA STRUCT & ALGORITHMS,3,M,,W,,F,10:00:00 AM,10:50:00 AM,Hutchins,229,COMP 220
10,COMP,222,B,INTRO TO DATA STRUCT & ALGORITHMS,3,M,,W,,F,11:00:00 AM,11:50:00 AM,Hutchins,230,COMP 220
30,COMP,233,A,PARALLEL COMPUTING,3,M,,W,,F,11:00:00 AM,11:50:00 AM,Valentine,231,COMP 220; CSCI/CSBA Maj only
30,COMP,233,A,PARALLEL COMPUTING,3,M,,W,,F,11:00:00 AM,11:50:00 AM,Valentine,232,
30,COMP,244,A,DATABASE MGT SYSTEMS,3,,T,,R,,1:00:00 PM,2:15:00 PM,Al Moakar,233,COMP 141
10,COMP,244,A,DATABASE MGT SYSTEMS,3,,T,,R,,10:05:00 AM,11:20:00 AM,Al Moakar,234,COMP 141; CSCI Majors Only
10,COMP,244,B,DATABASE MGT SYSTEMS,3,,T,,R,,11:30:00 AM,12:45:00 PM,Al Moakar,235,COMP 141; CSCI Majors Only
30,COMP,314,A,AUTOMATA THEORY,3,M,,W,,F,10:00:00 AM,10:50:00 AM,Dellinger,236,COMP 220 & MATH 213
10,COMP,325,A,COMPUTER ARCHITECTURE/ORG,3,M,,W,,F,9:00:00 AM,9:50:00 AM,Valentine,237,COMP 233
10,COMP,325,B,COMPUTER ARCHITECTURE/ORG,3,M,,W,,F,2:00:00 PM,2:50:00 PM,Valentine,238,COMP 233
30,COMP,340,A,OPERATING SYSTEMS,3,M,,W,,F,12:00:00 PM,12:50:00 PM,Dickinson,239,COMP 222; COMP 325 or ELEE 204
10,COMP,340,A,OPERATING SYSTEMS,3,M,,W,,F,2:00:00 PM,2:50:00 PM,Al Moakar,240,COMP 222; COMP 325 or ELEE 204
30,COMP,342,A,DATA COMM & NETWORKING,3,M,,W,,F,1:00:00 PM,1:50:00 PM,Al Moakar,241,COMP 220
30,COMP,342,B,DATA COMM & NETWORKING,3,M,,W,,F,2:00:00 PM,2:50:00 PM,Al Moakar,242,COMP 220
30,COMP,350,A,SOFTWARE ENGINEERING,3,,T,,R,,11:30:00 AM,12:45:00 PM,Valentine,243,JR STANDING; COMP 220
30,COMP,350,B,SOFTWARE ENGINEERING,3,,T,,R,,2:30:00 PM,3:45:00 PM,Valentine,244,JR STANDING; COMP 220
10,COMP,401,A,iOS PROGRAMMING,3,M,,W,,F,11:00:00 AM,11:50:00 AM,Dickinson,245,COMP 222
10,COMP,422,A,INTRO TO ALGORITHMS,3,M,,W,,F,3:00:00 PM,3:50:00 PM,Dellinger,246,COMP 222 and MATH 213
30,COMP,435,A,INTRODUCTION TO MACHINE LEARNING,3,,T,,R,,10:05:00 AM,11:20:00 AM,Hutchins,247,CP 222;MT214or222;MT 331orSTAT
10,COMP,441,A,2D GAME DESIGN & DEVELOPMENT,3,,T,,R,,10:05:00 AM,11:20:00 AM,Dellinger,248,COMP 222
10,COMP,442,A,WEB PROGRAMMING TECHNOLOGIES,3,,T,,R,,1:00:00 PM,2:15:00 PM,Dickinson,249,COMP 220 and 244
30,COMP,443,A,PROGRAMMING LANGUAGES,3,,T,,R,,1:00:00 PM,2:15:00 PM,Dickinson,250,COMP 222
30,COMP,443,B,PROGRAMMING LANGUAGES,3,,T,,R,,2:30:00 PM,3:45:00 PM,Dickinson,251,COMP 222
30,COMP,445,A,INTRO TO ARTIFICIAL INTELLIGENCE,3,M,,W,,F,3:00:00 PM,3:50:00 PM,Hutchins,252,CP 222; MT 214 or331 or ENG274
30,COMP,446,A,3D GAME DESIGN & DEVELOPMENT,3,M,,W,,F,2:00:00 PM,2:50:00 PM,Dellinger,253,COMP 441
10,COMP,448,A,COMPUTER SECURITY,3,M,,W,,F,12:00:00 PM,12:50:00 PM,Al Moakar,254,COMP 233 & COREQ COMP 325
10,COMP,451,A,SENIOR PROJECT I,2,M,,W,,,9:00:00 AM,9:50:00 AM,Wolfe,255,COMP 350
10,COMP,451,B,SENIOR PROJECT I,2,M,,W,,,10:00:00 AM,10:50:00 AM,Wolfe,256,COMP 350
30,COMP,452,A,SENIOR PROJECT II,3,M,,W,,F,9:00:00 AM,9:50:00 AM,Wolfe,257,COMP 451
30,COMP,452,B,SENIOR PROJECT II,3,M,,W,,F,10:00:00 AM,10:50:00 AM,Wolfe,258,COMP 451
30,COMP,475,A,ADVANCED SECURITY,3,M,,W,,F,11:00:00 AM,11:50:00 AM,Al Moakar,259,COMP 205 340 342 & 448
10,DESI,101,A,INTRO TO VISUAL COMM DESIGN,3,,,,,,,,Mucha,260,
10,DESI,101,A,INTRO TO VISUAL COMM DESIGN,3,,T,,R,,1:00:00 PM,2:15:00 PM,Mucha,261,
30,DESI,101,A,INTRO TO VISUAL COMM DESIGN,3,,T,,R,,1:00:00 PM,2:15:00 PM,Mucha,262,
30,DESI,102,A,DESIGN THINKING,3,,T,,,,6:30:00 PM,9:00:00 PM,Catanese,263,
10,DESI,201,A,VISUAL COMMUNICATION DESIGN I,3,,T,,R,,10:05:00 AM,11:20:00 AM,Mucha,264,DESI 101 OR INSTR PERMISSION
10,DESI,201,A,VISUAL COMMUNICATION DESIGN I,3,,,,,,,,Mucha,265,
30,DESI,202,A,VISUAL COMMUNICATION DESIGN II,3,,T,,R,,10:05:00 AM,11:20:00 AM,Mucha,266,DESI 201
30,DESI,210,A,INTERACTIVE DESIGN AND USER EXP,3,,,W,,,6:30:00 PM,9:00:00 PM,Mucha,267,DESI 101
30,DESI,390,A,STUDY: VISUAL COMM DESIGN III,3,,T,,R,,2:30:00 PM,3:45:00 PM,Mucha,268,DESI 101
10,DESI,390,A,STUDY: DESIGN IN PRACTICE,3,,,,,,,,Mucha,269,
10,DESI,390,A,STUDY: DESIGN IN PRACTICE,3,,,W,,,6:30:00 PM,9:00:00 PM,Mucha,270,DESI 101 or INSTR PERMISSION
10,ECON,101,A,PRIN OF ECONOMICS-MICRO,3,M,,W,,F,10:00:00 AM,10:50:00 AM,Fuller,271,
30,ECON,101,A,PRIN OF ECONOMICS-MICRO,3,M,,W,,F,10:00:00 AM,10:50:00 AM,Fuller,272,
30,ECON,101,B,PRIN OF ECONOMICS-MICRO,3,M,,W,,F,11:00:00 AM,11:50:00 AM,Fuller,273,
10,ECON,101,B,PRIN OF ECONOMICS-MICRO,3,M,,W,,F,11:00:00 AM,11:50:00 AM,Fuller,274,
30,ECON,102,A,PRIN OF ECONOMICS-MACRO,3,,T,,R,,8:00:00 AM,9:15:00 AM,Herbener,275,
10,ECON,102,A,PRIN OF ECONOMICS-MACRO,3,,T,,R,,8:00:00 AM,9:15:00 AM,Herbener,276,
30,ECON,102,B,PRIN OF ECONOMICS-MACRO,3,,T,,R,,11:30:00 AM,12:45:00 PM,Herbener,277,
10,ECON,102,B,PRIN OF ECONOMICS-MACRO,3,,T,,R,,11:30:00 AM,12:45:00 PM,Herbener,278,
30,ECON,120,A,FOUNDATIONS OF ECONOMICS,3,M,,W,,F,2:00:00 PM,2:50:00 PM,Ritenour,279,
10,ECON,120,A,FOUNDATIONS OF ECONOMICS,3,M,,W,,F,2:00:00 PM,2:50:00 PM,Ritenour,280,
10,ECON,120,B,FOUNDATIONS OF ECONOMICS,3,M,,W,,F,3:00:00 PM,3:50:00 PM,Ritenour,281,
30,ECON,120,B,FOUNDATIONS OF ECONOMICS,3,M,,W,,F,3:00:00 PM,3:50:00 PM,Ritenour,282,
10,ECON,202,A,ECON EXPANS & DEVELOP,3,,T,,R,,2:30:00 PM,3:45:00 PM,Ritenour,283,
30,ECON,290,A,STUDY: FAITH & FREEDOM CONFERENCE,1,,,,,,,,Rider,284,
10,ECON,301,A,INTERMEDIATE MICROECONOMICS,3,,T,,R,,10:05:00 AM,11:20:00 AM,Fuller,285,ECON 101 & 102
30,ECON,302,A,INTERMEDIATE MACROECONOMICS,3,,T,,R,,2:30:00 PM,3:45:00 PM,Ritenour,286,ECON 101 & 102
10,ECON,306,A,AUSTRIAN ECONOMICS,3,M,,W,,F,12:00:00 PM,12:50:00 PM,Herbener,287,
30,ECON,310,A,INDUSTRIAL ORGANIZATION,3,,T,,R,,11:30:00 AM,12:45:00 PM,Ritenour,288,
30,ECON,342,A,INTRODUCTION TO ECONOMETRICS,3,,T,,R,,10:05:00 AM,11:20:00 AM,Fuller,289,MNGT 201 MATH 141
10,ECON,401,A,MONEY & BANKING,3,,T,,R,,11:30:00 AM,12:45:00 PM,Ritenour,290,ECON 101 AND 102
30,ECON,402,A,LAW AND ECONOMICS,3,,,W,,,6:30:00 PM,9:00:00 PM,Fuller,291,ECON 101 or 120
10,ECON,404,A,PUBLIC FINANCE,3,,,W,,,6:30:00 PM,9:00:00 PM,Fuller,292,
10,ECON,420,A,ECONOMICS COLLOQUIUM,3,M,,W,,F,9:00:00 AM,9:50:00 AM,Herbener,293,SR/ INSTR OK
30,ECON,456,A,FINANCIAL MARKETS AND INSTITUTIONS,3,M,,W,,F,9:00:00 AM,9:50:00 AM,Herbener,294,
10,EDUC,202,A,INTRO TO THE TEACHING PROFESSION,3,,T,,R,,8:00:00 AM,9:15:00 AM,Chapman,295,
30,EDUC,202,A,INTRO TO THE TEACHING PROFESSION,3,,T,,R,,8:00:00 AM,9:15:00 AM,Chapman,296,
10,EDUC,202,B,INTRO TO THE TEACHING PROFESSION,3,,T,,R,,10:05:00 AM,11:20:00 AM,Chapman,297,
30,EDUC,203,A,CULTURALLY RELEVANT PEDAGOGY,3,,T,,R,,1:00:00 PM,2:15:00 PM,Blackburn,298,PSYC 102 EDUC 202
10,EDUC,203,A,CULTURALLY RELEVANT PEDAGOGY,3,,T,,R,,1:00:00 PM,2:15:00 PM,Blackburn,299,PSYC 102; EDUC 202
30,EDUC,203,B,CULTURALLY RELEVANT PEDAGOGY,3,,T,,R,,2:30:00 PM,3:45:00 PM,Blackburn,300,PSYC 102 EDUC 202
10,EDUC,203,B,CULTURALLY RELEVANT PEDAGOGY,3,,T,,R,,2:30:00 PM,3:45:00 PM,Blackburn,301,PSYC 102;EDUC 202
10,EDUC,204,A,TECHNOLOGIES OF INSTRUCTION,3,M,,W,,F,8:00:00 AM,8:50:00 AM,Fecich,302,
30,EDUC,204,A,TECHNOLOGIES OF INSTRUCTION,3,M,,W,,F,8:00:00 AM,8:50:00 AM,Fecich,303,
30,EDUC,204,B,TECHNOLOGIES OF INSTRUCTION,3,M,,W,,F,9:00:00 AM,9:50:00 AM,Fecich,304,
10,EDUC,204,B,TECHNOLOGIES OF INSTRUCTION,3,M,,W,,F,9:00:00 AM,9:50:00 AM,Fecich,305,
10,EDUC,213,A,ELEMENTARY MUSIC PEDAGOGY,2,M,,W,,,9:00:00 AM,9:50:00 AM,Paparone,306,
30,EDUC,214,A,MIDDLE LEVEL MUSIC PEDAGOGY,2,M,,W,,,9:00:00 AM,9:50:00 AM,Paparone,307,
30,EDUC,228,A,ADOLESCENT LITERATURE,2,M,,W,,,3:00:00 PM,3:50:00 PM,Herald,308,
10,EDUC,281,A,EARLY CHILDHOOD FIELD EXPERIENCE,1,,,,,,,,Munson,309,
30,EDUC,281,A,EARLY CHILDHOOD FIELD EXPERIENCE,1,,,,,,,,Munson,310,
30,EDUC,290,A,STUDY: CULTURAL DIVERSITY/ADVOCACY,2,,T,,R,,10:05:00 AM,10:55:00 AM,Blackburn,311,
30,EDUC,290,B,STUDY: CAPTURING THE COVID-19 GAP,2,,T,,,,1:00:00 PM,2:40:00 PM,Chapman,312,
10,EDUC,305,A,BASIC PRIN CURRICULUM/INSTRUCTION,3,,T,,R,,1:00:00 PM,2:15:00 PM,Stephens,313,ENGL/SESS/LANG
30,EDUC,305,A,BASIC PRIN CURRICULUM/INSTRUCTION,3,,T,,R,,1:00:00 PM,2:15:00 PM,Stephens,314,MATH/SCI EDUC MAJORS
10,EDUC,307,A,METHODS OF TEACHING MODERN LANGUAGE,3,,,,,,,,Senita,315,
30,EDUC,308,A,SEC ENGLISH METH/FIELD EX,2,M,,,,,3:00:00 PM,4:40:00 PM,Blackburn,316,CON/W-EDUC 305
30,EDUC,309,A,SEC SCIENCE METH/FIELD EX,2,,,W,,,6:30:00 PM,8:10:00 PM,Omasits,317,CON / W-EDUC 305
30,EDUC,310,A,SEC SOCIAL SCIENCE METH/FIELD EX,2,,,W,,,6:30:00 PM,8:10:00 PM,Nemeth,318,CON/W-EDUC 305
10,EDUC,313,A,SECONDARY CHORAL GEN MUSI PEDAGOGY,2,M,,W,,,11:00:00 AM,11:50:00 AM,Paparone,319,MUSIC MAJORS ONLY
30,EDUC,314,A,SECONDARY INSTRUMENT MUSI PEDAGOGY,2,,T,,R,,10:05:00 AM,10:55:00 AM,Paparone,320,
10,EDUC,323,A,TEACHING PRIMARY & ELEM LITERACY,3,M,,W,,F,8:00:00 AM,8:50:00 AM,Heisey,321,SPECIAL ED MAJORS SECTION ONLY
30,EDUC,323,A,TEACHING PRIMARY & ELEM LITERACY,3,M,,W,,F,12:00:00 PM,12:50:00 PM,Heisey,322,
10,EDUC,323,B,TEACHING PRIMARY & ELEM LITERACY,3,M,,W,,F,9:00:00 AM,9:50:00 AM,Heisey,323,
10,EDUC,323,C,TEACHING PRIMARY & ELEM LITERACY,3,M,,W,,F,10:00:00 AM,10:50:00 AM,Heisey,324,
10,EDUC,324,A,TEACHING ELEM SOCIAL SCIENCES,3,M,,W,,F,1:00:00 PM,1:50:00 PM,Dreves,325,EDUC 202
30,EDUC,324,A,TEACHING ELEM SOCIAL SCIENCES,3,M,,W,,F,1:00:00 PM,1:50:00 PM,Dreves,326,EDUC 202
30,EDUC,325,A,TEACHING ELEM SCIENCE/HEALTH,3,,T,,R,,8:00:00 AM,9:15:00 AM,Dreves,327,EDUC 202
10,EDUC,325,A,TEACHING ELEM SCIENCE/HEALTH,3,,T,,R,,8:00:00 AM,9:15:00 AM,Dreves,328,EDUC 202
30,EDUC,326,A,TEACHING UPPER ELEM/MIDDLE LITERACY,3,M,,W,,F,11:00:00 AM,11:50:00 AM,Nichols,329,Elem Mid  Special Engl Educ
10,EDUC,326,A,TEACHING UPPER ELEM/MIDDLE LITERACY,3,M,,W,,F,11:00:00 AM,11:50:00 AM,Nichols,330,Elem Mid  Special Engl Educ
30,EDUC,326,B,TEACHING UPPER ELEM/MIDDLE LITERACY,3,M,,W,,F,1:00:00 PM,1:50:00 PM,Nichols,331,PREK MIDLEV-323 ENGL-202
10,EDUC,327,A,TEACHING ELEM MATH,3,,T,,R,,11:30:00 AM,12:45:00 PM,Munson,332,EDUC 202 Online Material Fee
30,EDUC,327,A,TEACHING ELEM MATH,3,,T,,R,,11:30:00 AM,12:45:00 PM,Munson,333,EDUC 202
10,EDUC,328,A,CHILDREN'S LITERATURE & LANGUAGE,2,M,,W,,F,9:00:00 AM,9:50:00 AM,Culbertson,334,EDUC 202 PSYC 102
30,EDUC,328,A,CHILDREN'S LITERATURE & LANGUAGE,2,M,,W,,,3:00:00 PM,3:50:00 PM,Heisey,335,ELES EACH SP ED. MAJORS
10,EDUC,329,A,MIDDLE LEVEL CURRICULUM & INSTRUCT,3,,T,,R,,1:00:00 PM,2:15:00 PM,Chapman,336,EDUC 202 PSYC 102
10,EDUC,330,A,LIT/WRITE FOR SEC CLASSROOM,3,,T,,R,,10:05:00 AM,11:20:00 AM,Blackburn,337,EDUC 202 HIST 204 & PSYC 102
30,EDUC,342,A,EARLY CHILDHOOD CURR & INSTRUCT,3,M,,W,,F,11:00:00 AM,11:50:00 AM,Rupnik,338,EDUC 281/PSYC 102
10,EDUC,342,A,EARLY CHILDHOOD CURR & INSTRUCT,3,M,,W,,F,11:00:00 AM,11:50:00 AM,Rupnik,339,EDUC 281/PSYC 102
10,EDUC,343,A,TRENDS/ISSUES IN EARLY CHILD EDUC,3,,T,,R,,2:30:00 PM,3:45:00 PM,Nichols,340,EDUC 281 or SEDU 203 EDUC 342
30,EDUC,343,A,TRENDS/ISSUES IN EARLY CHILD EDUC,3,,T,,R,,2:30:00 PM,3:45:00 PM,Nichols,341,EDUC 281 or SEDU 203 EDUC 342
30,EDUC,350,A,EDUCATION FOR THE MISSION FIELD,1,,,,R,,1:00:00 PM,2:15:00 PM,Chapman,342,
10,EDUC,371,A,SECONDARY FIELD EXPER (1ST  LEVEL),1,,,,,,,,Dreves,343,
30,EDUC,371,A,SECONDARY FIELD EXPER (1ST  LEVEL),1,,,,,,,,Dreves,344,
30,EDUC,372,A,SECONDARY FIELD EXPER (2ND  LEVEL),1,,,,,,,,Nichols,345,EDUC 371 PSYC 102 MUSIC MAJ
10,EDUC,372,A,SECONDARY FIELD EXPER (2ND  LEVEL),1,,,,,,,,Paparone,346,EDUC 371 PSYC 102 MUSIC MAJ
10,EDUC,373,A,SECONDARY FIELD EXPER (3RD LEVEL),1,,,,,,,,Paparone,347,EDUC 371 PSYC 102 MUSIC MAJ
30,EDUC,373,A,SECONDARY FIELD EXPER (3RD LEVEL),1,,,,,,,,Paparone,348,EDUC 371 PSYC 102 MUSIC MAJ
10,EDUC,373,B,SECONDARY FIELD EXPER (3RD LEVEL),1,,,,,,,,Dreves,349,EDUC 371 PSYC 102 LANG MAJOR
30,EDUC,381,A,ELEMENTARY FIELD EXPER (1ST  LEVEL),1,,,,,,,,Dreves,350,
10,EDUC,381,A,ELEMENTARY FIELD EXPER (1ST  LEVEL),1,,,,,,,,Dreves,351,
30,EDUC,382,A,ELEMENTARY FIELD EXPER (2ND LEVEL),1,,,,,,,,Dreves,352,EDUC 381 PSYC 102
10,EDUC,382,A,ELEMENTARY FIELD EXPER (2ND LEVEL),1,,,,,,,,Dreves,353,EDUC 381 PSYC 102
30,EDUC,383,A,ELEMENTARY FIELD EXPER (3RD LEVEL),1,,,,,,,,Dreves,354,EDUC 381; CON W/EDUC 326
10,EDUC,383,A,ELEMENTARY FIELD EXPER (3RD LEVEL),1,,,,,,,,Dreves,355,
30,EDUC,385,A,EARLY CHLDHD FIELD EXP (2ND LEVEL),1,,,,,,,,Munson,356,EDUC 281
10,EDUC,385,A,EARLY CHLDHD FIELD EXP (2ND LEVEL),1,,,,,,,,Munson,357,EDUC 281
30,EDUC,431,A,STUDENT TEACHING-SECONDARY,16,M,,,,,4:30:00 PM,6:00:00 PM,Stephens,358,FEE REQUIRED
10,EDUC,431,A,STUDENT TEACHING-SECONDARY,16,M,,,,,4:30:00 PM,6:00:00 PM,Stephens,359,FEE REQUIRED
10,EDUC,435,A,STUDENT TEACHING-ELEM MUSIC,8,M,,,,,4:00:00 PM,4:50:00 PM,Paparone,360,COREQ EDUC 437: FEE REQUIRED
30,EDUC,435,A,STUDENT TEACHING-ELEM MUSIC,8,M,,,,,4:00:00 PM,4:50:00 PM,Paparone,361,COREQ EDUC 437: FEE REQUIRED
30,EDUC,437,A,STUDENT TEACHING-SECONDARY MUSIC,8,M,,,,,4:50:00 PM,5:40:00 PM,Paparone,362,COREQ EDUC 435; FEE REQUIRED
10,EDUC,437,A,STUDENT TEACHING-SECONDARY MUSIC,8,M,,,,,4:50:00 PM,5:40:00 PM,Paparone,363,COREQ EDUC 435
10,EDUC,441,A,ELEM STUDENT TCHG-PRIMARY,8,M,,,,,3:00:00 PM,3:50:00 PM,Culbertson,364,COREQ EDUC 443: FEE REQUIRED
30,EDUC,441,A,ELEM STUDENT TCHG-PRIMARY,8,M,,,,,3:00:00 PM,3:50:00 PM,Culbertson,365,COREQ EDUC 443: FEE REQUIRED
30,EDUC,442,A,STUDENT TEACHING MIDDLE LEVEL I,8,M,,,,,3:00:00 PM,5:00:00 PM,Culbertson,366,COREQ EDUC 444: FEE REQUIRED
10,EDUC,442,A,STUDENT TEACHING MIDDLE LEVEL I,8,M,,,,,3:00:00 PM,3:50:00 PM,Culbertson,367,COREQ EDUC 444: FEE REQUIRED
30,EDUC,443,A,ELEM STUDENT TCHG-INTERMED,8,,,,,,,,Culbertson,368,COREQ EDUC 441
10,EDUC,443,A,ELEM STUDENT TCHG-INTERMED,8,,,,,,,,Culbertson,369,COREQ EDUC 441
10,EDUC,444,A,STUDENT TEACHING MIDDLE LEVEL II,8,,,,,,,,Culbertson,370,COREQ EDUC 442
30,EDUC,444,A,STUDENT TEACHING MIDDLE LEVEL II,8,,,,,,,,Culbertson,371,COREQ EDUC 442
10,EDUC,488,A,SEMINAR: ISSUES IN EDUCATION,3,M,,W,,F,11:00:00 AM,11:50:00 AM,Culbertson,372,SR STATUS-MAJORS ONLY
30,EDUC,488,A,SEMINAR: ISSUES IN EDUCATION,3,M,,W,,F,11:00:00 AM,11:50:00 AM,Culbertson,373,SR STATUS-MAJORS ONLY
30,EDUC,488,B,SEMINAR: ISSUES IN EDUCATION,3,M,,W,,F,12:00:00 PM,12:50:00 PM,Culbertson,374,SR STATUS-MAJORS ONLY
10,EDUC,488,B,SEMINAR: ISSUES IN EDUCATION,3,M,,W,,F,12:00:00 PM,12:50:00 PM,Culbertson,375,SR STATUS-MAJORS ONLY
10,ELEE,201,A,LINEAR CIRCUITS I,3,M,,W,,F,9:00:00 AM,9:50:00 AM,Mohr,376,MATH 162; COREQ-ELEE 251
30,ELEE,202,A,LINEAR CIRCUITS II,3,,T,,R,,10:05:00 AM,11:20:00 AM,Brooks,377,ELEE 201
30,ELEE,204,A,DIGITAL LOGIC DESIGN,3,M,,W,,F,9:00:00 AM,9:50:00 AM,Mohr,378,COREQ ELEE 252
10,ELEE,210,A,ELECTRICAL ENGINEERING,3,M,,W,,,10:00:00 AM,10:50:00 AM,Mohr,379,MA 162 PH102 ME 120;COMP 141
30,ELEE,210,A,ELECTRICAL ENGINEERING,3,M,,W,,,11:00:00 AM,11:50:00 AM,Mohr,380,MA 162PH 102 CO 141 or ME120
30,ELEE,210,L,LABORATORY,0,,,,,F,2:00:00 PM,4:00:00 PM,Mohr,381,LAB FEE
10,ELEE,210,L,LABORATORY,0,,,,,F,2:00:00 PM,4:00:00 PM,Mohr,382,LAB FEE
10,ELEE,251,L,LINEAR CIRCUITS LABORATORY,1,,T,,,,2:00:00 PM,4:50:00 PM,Rumbaugh,383,COREQ ELEE 201  LAB FEE
30,ELEE,252,L,DIGITAL CIRCUITS LABORATORY,1,M,,,,,2:00:00 PM,4:50:00 PM,Mohr,384,COREQ ELEE 204 LAB FEE
10,ELEE,301,A,ELECTRONICS I,3,M,,W,,F,11:00:00 AM,11:50:00 AM,Christman,385,ELEE 201; MATH 262
30,ELEE,302,A,ELECTRONICS II,3,M,,W,,F,11:00:00 AM,11:50:00 AM,Christman,386,ELEE 301 COREQ ELEE 352
10,ELEE,303,A,ELECTRICAL MACHINES,3,,T,,R,,11:30:00 AM,12:45:00 PM,Christman,387,ELEE 202
30,ELEE,304,A,ELECTROMAGNETIC THEORY,3,M,,W,,F,10:00:00 AM,10:50:00 AM,Christman,388,MATH 262
30,ELEE,310,A,MICROCONTROLLERS WITH  ROBOTIC APPS,3,M,,W,,,9:00:00 AM,9:50:00 AM,Rumbaugh,389,ELEE 204 & 201 or 210 LAB FEE
30,ELEE,310,L,EMBEDDED SYST LAB,0,,T,,,,2:30:00 PM,4:30:00 PM,Rumbaugh,390,LAB FEE
30,ELEE,321,A,SIGNAL ANALYSIS,3,,T,,R,,1:00:00 PM,2:15:00 PM,Rumbaugh,391,ELEE 201
10,ELEE,351,L,INTERMEDIATE LABORATORY I,1,,,W,,,2:00:00 PM,4:50:00 PM,Christman,392,COREQ EE 301  LAB FEE
30,ELEE,352,L,INTERMEDIATE LABORATORY II,1,,,W,,,2:00:00 PM,4:50:00 PM,Christman,393,Coreq: ELEE 302 LAB FEE
10,ELEE,401,A,ELEC/COMP ENGINEERING DESIGN,3,M,,,,,6:30:00 PM,9:00:00 PM,Bright,394,SENIOR STANDING
10,ELEE,404,A,ELECTROMAG ENERGY TRANSMISS,3,,T,,R,,1:00:00 PM,2:15:00 PM,Christman,395,ELEE 304
