trm_cde,crs_comp1,crs_comp2,crs_comp3,crs_title,credit_hrs,monday_cde,tuesday_cde,wednesday_cde,thursday_cde,friday_cde,begin_tim,end_tim,last_name,Ref Number,comment_txt
10,ELEE,421,A,CONTROL THEORY,3,,T,,R,,8:00:00 AM,9:15:00 AM,Brooks,396,ELEE 321
30,ELEE,422,A,DESIGN OF CONTROL SYST,3,M,,W,,F,9:00:00 AM,9:50:00 AM,Brooks,397,ELEE 421
10,ELEE,431,A,COMMUNICATION SYSTEMS I,3,M,,W,,F,9:00:00 AM,9:50:00 AM,Rumbaugh,398,ELEE 321
30,ELEE,432,A,COMMUNICATION SYSTEMS II,3,M,,W,,F,10:00:00 AM,10:50:00 AM,Rumbaugh,399,ELEE 431
10,ELEE,441,A,COMPUTER ARCHITECTURE,3,M,,W,,F,1:00:00 PM,1:50:00 PM,Bright,400,ELEE 204
30,ELEE,442,A,PARALLEL COMPUTER ARCHITECTURE,3,M,,W,,F,11:00:00 AM,11:50:00 AM,Bright,401,COREQ 441
10,ELEE,451,L,CAPSTONE DESIGN PROJECT I,1,,,W,,,4:00:00 PM,4:50:00 PM,Rumbaugh,402,SR STATUS LAB FEE
10,ELEE,451,M,CAPSTONE DESIGN PROJECT I,1,,T,,,,4:00:00 PM,4:50:00 PM,Brooks,403,SR STATUS LAB FEE
30,ELEE,452,L,CAPSTONE DESIGN PROJECT II,3,,,W,,,3:00:00 PM,4:50:00 PM,Rumbaugh,404,ELEE 451LAB FEE
30,ELEE,452,M,CAPSTONE DESIGN PROJECT II,3,,T,,,,3:00:00 PM,4:50:00 PM,Brooks,405,ELEE 451 LAB FEE
10,ENGL,201,A,ENGL LIT SURVEY AND LIT STUDIES I,3,M,,W,,F,8:00:00 AM,8:50:00 AM,Mayo,406,ENGLISH MAJORS
10,ENGL,201,B,ENGL LIT SURVEY AND LIT STUDIES I,3,M,,W,,F,9:00:00 AM,9:50:00 AM,Mayo,407,ENGLISH MAJORS
30,ENGL,202,A,ENGL LIT SURVEY AND LIT STUDIES II,3,M,,W,,F,8:00:00 AM,8:50:00 AM,Waha,408,ENGL 201 OR INSTR OK
30,ENGL,202,B,ENGL LIT SURVEY AND LIT STUDIES II,3,M,,W,,F,9:00:00 AM,9:50:00 AM,Waha,409,ENGL 201 OR INSTR OK
10,ENGL,203,A,AMER LIT SURVEY I,3,,T,,R,,10:05:00 AM,11:20:00 AM,Messer,410,
10,ENGL,203,B,AMER LIT SURVEY I,3,,T,,R,,11:30:00 AM,12:45:00 PM,Messer,411,
30,ENGL,204,A,AMER LIT SURVEY II,3,,T,,R,,10:05:00 AM,11:20:00 AM,Messer,412,
30,ENGL,204,B,AMER LIT SURVEY II,3,,T,,R,,11:30:00 AM,12:45:00 PM,Messer,413,
10,ENGL,205,A,WORLD LIT SURVEY:ASIA,3,M,,W,,F,10:00:00 AM,10:50:00 AM,Waha,414,
30,ENGL,206,A,WORLD LIT:AFRICA/LATIN AMERICA,3,M,,W,,F,11:00:00 AM,11:50:00 AM,Waha,415,
30,ENGL,243,A,20TH C. ENGLISH NOVEL,3,,T,,R,,10:05:00 AM,11:20:00 AM,Brown,416,ENGL 202 OR INSTR OK
30,ENGL,246,A,20TH C. AMERICAN NOVEL,3,M,,W,,F,2:00:00 PM,2:50:00 PM,Messer,417,ENGL 204 OR INSTR OK
10,ENGL,250,A,WORLD DRAMA,3,,T,,R,,11:30:00 AM,12:45:00 PM,Craig,418,
30,ENGL,262,A,MODERN POETRY,3,M,,W,,F,3:00:00 PM,3:50:00 PM,Potter,419,
10,ENGL,302,A,CLASSICAL LITERATURE,3,M,,W,,F,1:00:00 PM,1:50:00 PM,Harvey,420,
30,ENGL,306,A,ENG RENAISS:SPENCER TO MILTON,3,,T,,R,,10:05:00 AM,11:20:00 AM,Harvey,421,ENGL 201
30,ENGL,314,A,VICTORIAN LITERATURE,3,,T,,R,,2:30:00 PM,3:45:00 PM,Waha,422,ENGL 202
30,ENGL,318,A,AMERICAN RENAISSANCE,3,,T,,R,,10:05:00 AM,11:20:00 AM,Potter,423,ENGL 203
10,ENGL,327,A,CHRISTIAN WRITERS,3,,T,,R,,10:05:00 AM,11:20:00 AM,Brown,424,
10,ENGL,351,A,SHAKESPEARE I,3,M,,W,,F,2:00:00 PM,2:50:00 PM,Harvey,425,ENGL 201 IF ENGL MAJ
10,ENGL,351,A,SHAKESPEARE I,3,,,W,,,3:00:00 PM,4:50:00 PM,Harvey,426,
30,ENGL,352,A,SHAKESPEARE II,3,M,,W,,F,2:00:00 PM,2:50:00 PM,Harvey,427,ENGL 201 FOR ENGL MAJORS
30,ENGL,352,A,SHAKESPEARE II,3,,,W,,,3:00:00 PM,4:59:00 PM,Harvey,428,
10,ENGL,402,A,GRAMMAR/HIST OF ENGLISH,3,M,,,,,6:30:00 PM,9:00:00 PM,Philson,429,
10,ENGL,485,A,SENIOR CAPSTONE,3,,T,,R,,2:30:00 PM,3:45:00 PM,Hogsette,430,SR ENGL Majors
10,ENGL,485,A,SENIOR CAPSTONE,3,,,,,,,,Hogsette,431,
30,ENGL,485,A,SENIOR CAPSTONE,3,M,,W,,F,12:00:00 PM,12:50:00 PM,Potter,432,SR STATUS
10,ENGR,156,A,INTRO TO ENGINEERING,2,M,,W,,,2:00:00 PM,2:50:00 PM,Savage,433,MECE MAJ:CON/W MECE 120
30,ENGR,156,A,INTRO TO ENGINEERING,2,M,,W,,,2:00:00 PM,2:50:00 PM,Bright,434,MECE MAJ:CON/W MECE 120
30,ENGR,156,B,INTRO TO ENGINEERING,2,M,,W,,,3:00:00 PM,3:50:00 PM,Bright,435,MECE MAJ:CON/W MECE 120
10,ENGR,274,A,MATHEMATICAL METHODS IN ENGINEERING,3,M,,W,,F,11:00:00 AM,11:50:00 AM,Anderson,436,MATH 162
30,ENGR,274,A,MATHEMATICAL METHODS IN ENGINEERING,3,M,,W,,F,1:00:00 PM,1:50:00 PM,Christman,437,MATH 162
10,ENGR,301,A,ETHICS IN ENGINEERING AND ROBOTICS,1,,T,,,,6:30:00 PM,9:00:00 PM,Bright,438,
30,ENGR,301,A,ETHICS IN ENGINEERING AND ROBOTICS,1,,T,,,,6:30:00 PM,9:00:00 PM,Bright,439,
10,ENGR,320,A,SEPARATION PROCESSES,3,M,,W,,F,8:00:00 AM,8:50:00 AM,Augspurger,440,EN 220;CH 346ME 214 OR PH 340
10,ENGR,390,A,STUDY: FOUND OF SYSTEMS ENGINEERING,3,M,,W,,F,10:00:00 AM,10:50:00 AM,Brooks,441,JR or SR Standing
30,ENGR,390,A,STUDY: SYSTEMS SIMULATION,3,,T,,R,,1:00:00 PM,2:15:00 PM,Brooks,442,MATH 274 COMP 141
30,ENGR,390,C,STUDY: BIOENGINEERING/MEMS,1,,,,,F,11:00:00 AM,11:50:00 AM,Savage,443,CHM 102 or 105; PHY 102 or 122
10,ENGR,390,D,STUDY: INTRODUCTION TO MECHATRONICS,3,M,,W,,F,11:00:00 AM,11:50:00 AM,Rumbaugh,444,ELEE 201 or 210
30,ENGR,402,A,ENGINEERING ECONOMY,1,M,,,,,6:30:00 PM,9:00:00 PM,Bardy,445,MATH 141 OR 161; JR/SR
30,ENGR,420,A,CHEMICAL REACTION ENGINEERING,3,M,,W,,F,8:00:00 AM,8:50:00 AM,Augspurger,446,ENGR 220 MECE 326
10,ENTR,101,A,ENTREPRENEURIAL MIND:,3,M,,W,,F,9:00:00 AM,9:50:00 AM,Sweet,447,MAJOR NEEDS 102
10,ENTR,101,B,ENTREPRENEURIAL MIND:,3,M,,W,,F,10:00:00 AM,10:50:00 AM,Sweet,448,MAJOR NEEDS 102
10,ENTR,102,A,TECHNOLOGY FOR THE ENTREPRENEUR,1,,T,,R,,11:30:00 AM,12:45:00 PM,English,449,CONCUR W/ENTR 101 (MAJ ONLY)
10,ENTR,104,A,LIFE DESIGN STUDIO,3,,T,,,,6:30:00 PM,9:00:00 PM,English,450,
30,ENTR,201,A,LEAN LAUNCHPAD,3,,T,,,,6:30:00 PM,9:00:00 PM,English,451,
30,ENTR,302,A,SALES IN THE STARTUP,3,M,,W,,F,1:00:00 PM,1:50:00 PM,Sweet,452,
30,ENTR,303,A,LAW FOR ENTREPRENUERS,3,M,,W,,F,11:00:00 AM,11:50:00 AM,Smith,453,Online Materials Fee
10,ENTR,306,A,ETHICS FOR THE ENTREPRENEUR,3,M,,W,,F,9:00:00 AM,9:50:00 AM,Smith,454,
10,ENTR,307,A,SOCIAL ENTREPRENEURSHIP,3,,T,,R,,2:30:00 PM,3:45:00 PM,English,455,
10,ENTR,309,A,E-COMMERCE,3,,T,,R,,1:00:00 PM,2:15:00 PM,English,456,
10,ENTR,312,A,ENTR: MANAGING A GROWING ENTERPRISE,3,M,,W,,F,12:00:00 PM,12:50:00 PM,Smith,457,
30,ENTR,314,A,ENTREPRENEURSHIP: MISSION OF CHURCH,3,M,,W,,F,9:00:00 AM,9:50:00 AM,Sweet,458,
10,ENTR,319,A,ENTREPRENEURAL LEADERSHIP,3,M,,W,,F,10:00:00 AM,10:50:00 AM,Smith,459,
10,ENTR,326,A,INTRO TO THE BUSINESS OF MUSIC,3,,T,,R,,2:30:00 PM,3:45:00 PM,Lewis,460,cross-list w/ MNGT MUSI 326
10,ENTR,328,A,CONTENT MARKETING,3,M,,W,,F,1:00:00 PM,1:50:00 PM,Sweet,461,cross-listed w/ MARK 328
30,ENTR,330,A,SEARCH ENGINE OPTIMIZATION,3,M,,W,,F,10:00:00 AM,10:50:00 AM,Sweet,462,cross-listed w/ MARK 330
30,ENTR,409,A,DIGITAL ENTREPRENEURSHIP,3,,T,,R,,1:00:00 PM,2:15:00 PM,English,463,
30,ENTR,423,A,FAMILY FRANCHISE & SMALL BUSA MGT,3,M,,W,,F,12:00:00 PM,12:50:00 PM,Smith,464,
10,ENTR,424,A,SUPPLY CHAIN MANAGEMENT,3,,T,,R,,2:30:00 PM,3:45:00 PM,Butler,465,MNGT 201Cross-list w MNGT 424
10,ENTR,430,A,ENTREPREN FINANCE/VENTURE CAPITAL,3,,T,,R,,11:30:00 AM,12:45:00 PM,Smith,466,FNCE 301
30,ENTR,466,A,BUSINESS PLANNING,3,,T,,R,,11:30:00 AM,12:45:00 PM,Smith,467,ENTR 430
30,ENTR,467,A,CORPORATE INNOVATION,3,,T,,R,,10:05:00 AM,11:20:00 AM,Smith,468,
30,ENTR,488,A,SEMINAR IN ENTREPRENEURSHIP,1,M,,,,,4:00:00 PM,4:50:00 PM,Sweet,469,Permission of the Instructor
30,EXER,101,A,INTRODUCTION TO EXERCISE SCIENCE,2,M,,W,,,9:00:00 AM,9:50:00 AM,Ault,470,EXER majors priority
10,EXER,101,A,INTRODUCTION TO EXERCISE SCIENCE,2,M,,W,,,9:00:00 AM,9:50:00 AM,Ault,471,EXER majors priority
30,EXER,134,A,INTRODUCTION TO NUTRITION,3,,T,,R,,11:30:00 AM,12:45:00 PM,Ault,472,
10,EXER,134,A,INTRODUCTION TO NUTRITION,3,,T,,R,,11:30:00 AM,12:45:00 PM,Ault,473,
10,EXER,201,A,ETHICS IN SPORTS,1,M,,,,,2:00:00 PM,2:50:00 PM,Thrasher,474,
30,EXER,203,A,EXERCISE AND SPORT PSYCHOLOGY,3,M,,W,,F,1:00:00 PM,1:50:00 PM,Timko,475,
30,EXER,205,A,INTRODUCTION TO SPORTS MINISTRY,3,,T,,R,,1:00:00 PM,2:15:00 PM,Thrasher,476,
10,EXER,205,A,INTRODUCTION TO SPORTS MINISTRY,3,,T,,R,,1:00:00 PM,2:15:00 PM,Thrasher,477,
30,EXER,215,O,MEDICAL TERMINOLOGY,3,,,,,,,,Severson,478,
10,EXER,215,O,MEDICAL TERMINOLOGY,3,,,,,,,,Severson,479,
10,EXER,220,A,WELLNESS PROMOTION AND PROGRAMMING,2,M,,W,,,9:00:00 AM,9:50:00 AM,Severson,480,EXER 101
30,EXER,221,A,PERSONAL TRAINING,3,,T,,R,,11:30:00 AM,12:45:00 PM,DiDonato,481,EXER 101
30,EXER,228,A,PHYS ED FOR ELEMENTARY EDUCATORS,1,,,W,,,12:00:00 PM,12:50:00 PM,Lamie,482,
10,EXER,228,A,PHYS ED FOR ELEMENTARY EDUCATORS,1,,,W,,,12:00:00 PM,12:50:00 PM,Lamie,483,
30,EXER,230,A,INTRO TO EXERCISE PROG DESIGN,3,M,,W,,F,10:00:00 AM,10:50:00 AM,Buxton,484,EXER 101
10,EXER,230,A,INTRO TO EXERCISE PROG DESIGN,3,M,,W,,F,10:00:00 AM,10:50:00 AM,Buxton,485,EXER 101
30,EXER,235,A,FACILITY MANAGEMENT,2,,T,,R,,10:05:00 AM,10:55:00 AM,Cook,486,EXER 101
10,EXER,244,A,NUTRITION AND HEALTH,3,M,,W,,F,12:00:00 PM,12:50:00 PM,Prins,487,EXER 101 or 134
10,EXER,249,A,INTRODUCTION TO ATHLETIC TRAINING,1,,T,,,,6:30:00 PM,8:30:00 PM,Patterson,488,SO Standing; 08/24/20-10/18/20
30,EXER,250,A,INTRODUCTION TO PT AND OT,1,,T,,,,6:30:00 PM,8:30:00 PM,Wise,489,SO Standing; 1/18/21-3/14/21
30,EXER,251,A,PREVENTION/CARE OF INJURIES,3,M,,W,,F,8:00:00 AM,8:50:00 AM,Severson,490,EXER 101 FEE REQUIRED
10,EXER,253,A,ANATOMY AND PHYSIOLOGY I,4,,T,,R,,8:00:00 AM,9:15:00 AM,Ault,491,EXER 101 or BIOL 341
10,EXER,253,L,LABORATORY,0,,T,,,,10:00:00 AM,11:29:00 AM,Ault,492,LAB FEE
10,EXER,253,M,LABORATORY,0,,,,R,,11:30:00 AM,12:59:00 PM,Buxton,493,LAB FEE
10,EXER,254,A,NUTRITION IN SPORTS & EXERCISE,3,M,,W,,F,10:00:00 AM,10:50:00 AM,Ault,494,EXER 101 or 134
30,EXER,256,A,PHYSIOLOGY OF EXERCISE,4,M,,W,,F,8:00:00 AM,8:50:00 AM,Prins,495,EXER 253 OR BIOL 341 LAB FEE
10,EXER,256,A,PHYSIOLOGY OF EXERCISE,4,M,,W,,F,8:00:00 AM,8:50:00 AM,Prins,496,EXER 253 OR BIOL 341 LAB FEE
30,EXER,256,L,LABORATORY,0,M,,,,,9:00:00 AM,9:50:00 AM,Prins,497,LAB FEE
10,EXER,256,L,LABORATORY,0,M,,,,,9:00:00 AM,9:50:00 AM,Prins,498,LAB FEE
10,EXER,256,M,LABORATORY,0,,,W,,,11:00:00 AM,11:50:00 AM,Prins,499,LAB FEE
30,EXER,256,M,LABORATORY,0,,,W,,,9:00:00 AM,9:50:00 AM,Prins,500,LAB FEE
10,EXER,256,N,LABORATORY,0,,,,,F,11:00:00 AM,11:50:00 AM,Prins,501,LAB FEE
30,EXER,256,N,LABORATORY,0,,,,,F,9:00:00 AM,9:50:00 AM,Prins,502,LAB FEE
30,EXER,258,A,ANATOMY AND PHYSIOLOGY II,4,,T,,R,,8:00:00 AM,9:15:00 AM,Ault,503,EXER 253 OR BIOL 341 LAB FEE
30,EXER,258,L,LABORATORY,0,,T,,,,10:00:00 AM,11:29:00 AM,Ault,504,LAB FEE
30,EXER,258,M,LABORATORY,0,M,,,,,11:00:00 AM,12:29:00 PM,Buxton,505,LAB FEE
30,EXER,304,A,EXERCISE TESTING,3,,T,,R,,10:05:00 AM,11:20:00 AM,Prins,506,EXER 256 LAB FEE
10,EXER,304,A,EXERCISE TESTING,3,,T,,R,,10:05:00 AM,11:20:00 AM,Prins,507,EXER 256 LAB FEE
30,EXER,305,A,BASIC PRIN OF COACHING,2,,,W,,F,12:00:00 PM,12:50:00 PM,Fuss,508,
10,EXER,305,A,BASIC PRIN OF COACHING,2,,,W,,F,12:00:00 PM,12:50:00 PM,Fuss,509,
30,EXER,306,A,EXERCISE LEADERSHIP,2,M,,,,,2:00:00 PM,3:59:00 PM,Dolan,510,EXER 230
30,EXER,306,B,EXERCISE LEADERSHIP,2,,,,,F,8:00:00 AM,9:59:00 AM,Dolan,511,EXER 230
10,EXER,307,A,EXERCISE PRESCRIPTION,3,,T,,R,,8:00:00 AM,9:15:00 AM,Buxton,512,EXER 256
10,EXER,309,A,BIOMECHANICS,3,M,,W,,F,11:00:00 AM,11:50:00 AM,Buxton,513,PHYS 121; EXER 258 or BIOL 346
30,EXER,310,A,FUNCTIONAL KINESIOLOGY,3,M,,W,,F,8:00:00 AM,8:50:00 AM,Buxton,514,EXER 256 & 258
30,EXER,312,A,CLINICAL EXERCISE PHYSIOLOGY,3,M,,W,,F,12:00:00 PM,12:50:00 PM,Prins,515,EXER 244 and 256
30,EXER,313,A,ADVANCED EXERCISE PHYSIOLOGY,3,M,,W,,F,10:00:00 AM,10:50:00 AM,Ault,516,EXER 256 258
10,EXER,377,A,RESEARCH METHODS IN EXER SCI,3,,T,,R,,2:30:00 PM,3:45:00 PM,Buxton,517,EXER 256; 230 or 307; PSYC 201
30,EXER,402,A,CERTIFIED EXERCISE PHYSIOLOGIST,3,,T,,R,,11:30:00 AM,12:45:00 PM,Buxton,518,EXER 304 AND 307
10,EXER,403,A,PRINCIPLES OF STRENGTH & CONDITION,3,,T,,R,,11:30:00 AM,12:45:00 PM,Thrasher,519,EXER 304 and 307
30,EXER,404,A,PROF. CERTIFICATION/SEMINAR - EPC,1,,,,,F,9:00:00 AM,9:50:00 AM,Ault,520,EXER 480
30,EXER,404,B,PROF. CERTIFICATION/SEMINAR - CSCS,1,,,W,,,1:00:00 PM,1:50:00 PM,Gibson,521,EXER 480
10,EXER,404,B,PROF. CERTIFICATION/SEMINAR - CSCS,1,,,W,,,2:00:00 PM,2:50:00 PM,Gibson,522,EXER 480
30,EXER,407,A,RESEARCH PRACTICUM,3,,T,,R,,2:30:00 PM,3:45:00 PM,Buxton,523,EXER 304 & 377 LAB FEE
10,EXER,407,A,RESEARCH PRACTICUM,3,,T,,R,,1:00:00 PM,2:15:00 PM,Ault,524,LAB FEE  EXER 304 377
30,FNCE,301,A,PRINCIPLES OF FINANCE,3,M,,W,,F,9:00:00 AM,9:50:00 AM,Grimm,525,ACCT 201 MNGT 201
10,FNCE,301,A,PRINCIPLES OF FINANCE,3,M,,W,,F,9:00:00 AM,9:50:00 AM,Grimm,526,ACCT 201 MNGT 201
30,FNCE,301,B,PRINCIPLES OF FINANCE,3,M,,W,,F,12:00:00 PM,12:50:00 PM,Grimm,527,ACCT 201 MNGT 201
10,FNCE,301,B,PRINCIPLES OF FINANCE,3,M,,W,,F,12:00:00 PM,12:50:00 PM,Grimm,528,ACCT 201 MNGT 201
30,FNCE,301,C,PRINCIPLES OF FINANCE,3,M,,W,,F,11:00:00 AM,11:50:00 AM,Zhang,529,ACCT 201 MNGT 201
10,FNCE,301,C,PRINCIPLES OF FINANCE,3,,T,,R,,2:30:00 PM,3:45:00 PM,Zhang,530,ACCT 201 MNGT 201
30,FNCE,301,D,PRINCIPLES OF FINANCE,3,M,,W,,F,2:00:00 PM,2:50:00 PM,Zhang,531,ACCT 201 MNGT 201
10,FNCE,332,A,INVESTMENTS,3,M,,W,,F,11:00:00 AM,11:50:00 AM,Zhang,532,JR FNCE 301 Online Mat Fee
10,FNCE,332,B,INVESTMENTS,3,M,,W,,F,3:00:00 PM,3:50:00 PM,Zhang,533,JR FNCE 301 Online Mat Fee
30,FNCE,334,A,INVESTMENT VALUATION,3,,T,,R,,11:30:00 AM,12:45:00 PM,Grimm,534,FNCE 332
30,FNCE,341,A,FINANCIAL MODELING,3,,T,,R,,1:00:00 PM,2:30:00 PM,Zhang,535,FNCE 301 332
30,FNCE,341,B,FINANCIAL MODELING,3,,T,,R,,2:30:00 PM,3:45:00 PM,Zhang,536,FNCE 301 332
30,FNCE,435,A,FINANCIAL PLANNING,3,M,,,,,6:30:00 PM,9:00:00 PM,Davidek,537,FNCE 432
30,FNCE,436,A,CAPITAL MARKETS,3,,T,,R,,2:30:00 PM,3:45:00 PM,Grimm,538,FNCE 301
10,FNCE,440,A,ADVANCED CORPORATE FINANCE,3,,T,,R,,10:05:00 AM,11:20:00 AM,Grimm,539,FNCE 301; SR STANDING
10,FNCE,440,B,ADVANCED CORPORATE FINANCE,3,,T,,R,,1:00:00 PM,2:15:00 PM,Grimm,540,FNCE 301; SR STANDING
10,FNCE,462,A,INTERNATIONAL FINANCE,3,M,,W,,F,9:00:00 AM,9:50:00 AM,Zhang,541,FN301; IN305; FN332 334or440
10,FREN,101,A,ELEMENTARY FRENCH I,3,M,,W,,F,9:00:00 AM,9:50:00 AM,Harmon,542,
10,FREN,101,A,ELEMENTARY FRENCH I,3,,,,,,,,Harmon,543,
10,FREN,101,B,ELEMENTARY FRENCH I,3,,,,,,,,Harmon,544,
10,FREN,101,B,ELEMENTARY FRENCH I,3,M,,W,,F,2:00:00 PM,2:50:00 PM,Harmon,545,
30,FREN,102,A,ELEMENTARY FRENCH II,3,M,,W,,F,9:00:00 AM,9:50:00 AM,Harmon,546,FREN 101 or placement exam
30,FREN,102,B,ELEMENTARY FRENCH II,3,M,,W,,F,2:00:00 PM,2:50:00 PM,Harmon,547,FREN 101 or placement exam
10,FREN,201,A,INTERMEDIATE FRENCH I,3,M,,W,,F,9:00:00 AM,9:50:00 AM,Madsen,548,FREN 102 or Placement Exam
10,FREN,201,A,INTERMEDIATE FRENCH I,3,,,,,,,,Madsen,549,
10,FREN,201,B,INTERMEDIATE FRENCH I,3,M,,W,,F,2:00:00 PM,2:50:00 PM,Madsen,550,FREN 102 or Placement Exam
10,FREN,201,B,INTERMEDIATE FRENCH I,3,,,,,,,,Madsen,551,
30,FREN,202,A,INTERMEDIATE FRENCH II,3,M,,W,,F,9:00:00 AM,9:50:00 AM,Madsen,552,FREN 201 or placement exam
30,FREN,202,B,INTERMEDIATE FRENCH II,3,M,,W,,F,2:00:00 PM,2:50:00 PM,Madsen,553,FREN 201 or placement exam
10,FREN,301,A,UNDERSTANDING FRANCE AND THE FRENCH,3,,,,,,,,Madsen,554,
10,FREN,301,A,UNDERSTANDING FRANCE AND THE FRENCH,3,,T,,R,,11:30:00 AM,12:45:00 PM,Madsen,555,FREN 202 or placement exam
10,FREN,307,A,FRENCH COMPOSITION AND STYLE,3,M,,W,,F,11:00:00 AM,11:50:00 AM,Madsen,556,FREN 202 or PLACEMENT EXAM
10,FREN,307,A,FRENCH COMPOSITION AND STYLE,3,,,,,,,,Madsen,557,
30,FREN,308,A,APPLIED PHONETICS,3,M,,W,,F,10:00:00 AM,10:50:00 AM,Harmon,558,FREN 202 or placement exam
30,FREN,321,A,18TH THROUGH 21ST CENTURY FR LIT,3,M,,W,,F,1:00:00 PM,1:50:00 PM,Madsen,559,FREN 300-LEVEL or INSTR OK
10,FREN,331,A,POETRY,3,,,,,,,,Harmon,560,
10,FREN,331,A,POETRY,3,,T,,R,,2:30:00 PM,3:45:00 PM,Harmon,561,FREN 300-level
30,FREN,340,A,MOMENTS IN FRENCH & FRANCOPHONE HIS,3,,T,,R,,11:30:00 AM,12:45:00 PM,Madsen,562,FREN 300-LEVEL OR INSTR OK
30,FREN,362,A,ASPECTS- LANGUAGE LEARNING,2,M,,W,,,2:00:00 PM,2:50:00 PM,Senita,563,INSTRUCTOR APPROVAL
10,GEOL,201,A,PHYSICAL/ ENVIRONMENTAL GEOLOGY,3,M,,W,,F,1:00:00 PM,1:50:00 PM,Chapman,564,
30,GEOL,201,A,PHYSICAL/ ENVIRONMENTAL GEOLOGY,3,,T,,R,,8:00:00 AM,9:15:00 AM,Wood,565,
10,GREK,201,A,READINGS IN NEW TEST GREEK I,3,M,,W,,F,10:00:00 AM,10:50:00 AM,Gordon,566,GREK 102
30,GREK,202,A,READINGS IN NEW TEST GREEK II,3,M,,W,,F,10:00:00 AM,10:50:00 AM,Gordon,567,GREK 101 102 AND 201
10,HEBR,101,A,INTRODUCTION TO BIBLICAL HEBREW I,3,,T,,R,,10:05:00 AM,11:20:00 AM,Moeller,568,
30,HEBR,102,A,INTRODUCTION TO BIBLICAL HEBREW II,3,,T,,R,,10:05:00 AM,11:20:00 AM,Moeller,569,HEBR 101
30,HIST,103,A,FRESHMAN SEMINAR,3,M,,W,,F,8:00:00 AM,8:50:00 AM,Mitchell,570,HIST major only
10,HIST,120,O,FOUNDATIONS OF HISTORY,3,,,,,,,,Clemm,571,
10,HIST,141,A,WORLD GEOGRAPHY,3,,T,,R,,1:00:00 PM,2:15:00 PM,Mitchell,572,
10,HIST,143,A,WORLD HISTORY I,3,M,,W,,F,8:00:00 AM,8:50:00 AM,Graham,573,
30,HIST,144,A,WORLD HISTORY II,3,M,,W,,F,9:00:00 AM,9:50:00 AM,Baker,574,
10,HIST,201,A,HISTORIOGRAPHY,3,,T,,R,,1:00:00 PM,2:15:00 PM,Trueman,575,
10,HIST,204,A,HIST/PHIL FOUNDATIONS OF EDUCATION,3,M,,W,,F,1:00:00 PM,1:50:00 PM,Edwards,576,
30,HIST,204,A,HIST/PHIL FOUNDATIONS OF EDUCATION,3,M,,W,,F,1:00:00 PM,1:50:00 PM,Edwards,577,
10,HIST,212,A,MODERN EUROPE,3,M,,W,,F,1:00:00 PM,1:50:00 PM,Baker,578,
10,HIST,253,A,UNITED STATES HISTORY SURVEY,3,M,,W,,F,12:00:00 PM,12:50:00 PM,Edwards,579,Middle Level Educ only
30,HIST,261,A,BRITISH HIST TO 1781,3,,T,,R,,10:05:00 AM,11:20:00 AM,Harp,580,
10,HIST,262,A,BRITISH HIST SINCE 1781,3,,T,,R,,10:05:00 AM,11:20:00 AM,Baker,581,
10,HIST,283,A,HISTORY OF US TO 1865,3,M,,W,,F,10:00:00 AM,10:50:00 AM,Harp,582,
30,HIST,285,A,HISTORY OF U.S. SINCE 1865,3,M,,W,,F,9:00:00 AM,9:50:00 AM,Harp,583,
30,HIST,290,A,STUDY: PUBLIC HISTORY,3,,T,,R,,1:00:00 PM,2:15:00 PM,Baker,584,SO JR or SR Standing
10,HIST,317,A,CONSTITUTIONAL HISTORY U.S. I,3,,T,,R,,1:00:00 PM,2:15:00 PM,Verbois,585,Cross-listed with POLS 317
30,HIST,318,A,CONSTITUTIONAL HISTORY U.S. II,3,,T,,R,,1:00:00 PM,2:15:00 PM,Verbois,586,Cross-list w/ POLS 318A
10,HIST,337,A,GLOBAL MILITARY HISTORY I,3,,T,,R,,11:30:00 AM,12:45:00 PM,Mitchell,587,
30,HIST,346,A,BYZANTIUM & ISLAM,3,M,,W,,F,11:00:00 AM,11:50:00 AM,Graham,588,
10,HIST,349,A,AMER RELIGIOUS HISTORY,3,M,,W,,F,9:00:00 AM,9:50:00 AM,Kemeny,589,
30,HIST,357,A,MINORITIES IN AMER HIST,3,,T,,R,,1:00:00 PM,2:15:00 PM,Harp,590,
10,HIST,376,A,ALEXANDER THE GREAT/HELLEN WORLD,3,M,,W,,F,11:00:00 AM,11:50:00 AM,Graham,591,
30,HIST,378,A,FOOD AND FEASTING WEST TRADITION,3,,T,,R,,2:30:00 PM,3:45:00 PM,Mitchell,592,
10,HIST,379,A,AMER INTELLECTUAL HIST,3,M,,,,,2:00:00 PM,4:30:00 PM,Harp,593,
10,HIST,390,A,STUDY: HISTORY OF VIETNAM,3,,T,,R,,8:00:00 AM,9:15:00 AM,Mitchell,594,
30,HIST,390,A,STUDY: HISTORY OF MODERN FRANCE,3,,T,,R,,10:05:00 AM,11:20:00 AM,Mitchell,595,
30,HIST,400,A,SENIOR RESEARCH SEMINAR,3,M,,,,,2:00:00 PM,4:30:00 PM,Graham,596,
30,HIST,410,A,SEMINAR IN CLASSICAL & CHRISTIAN ED,3,M,,W,,F,12:00:00 PM,12:50:00 PM,Edwards,597,
10,HUMA,102,A,CIV/BIBLICAL REVELATION,3,M,,W,,F,12:00:00 PM,12:50:00 PM,Moeller,598,
